;001 AIWA;;
 1176; Panasonic EUR7717010/020/030  (TV)  Huayu  ! Huayu ! (=11106);1,30;Є
 1184; Panasonic N2QAJB000080 (EUR7628010) (=1191, 1176 без VCR) P;1,35;Є
 1184h; Panasonic N2QAJB000080 (EUR7628010) (=1191, 1176 без VCR) ! Huayu !;1,65;Є
 1191; Panasonic RM-520M ! Huayu ! Унив., (TV+VCR+DVD) кор. N2QAJB000080;1,60;НЕМАЄ
 1192; Panasonic RM-D630 ! Huayu ! Унив., (LCD TV)  кор. EUR7635040 (=1113);1,45;Є
 1194; Panasonic RM-D411 (DVD) ! Huayu ! Унив., кор. типа EUR7621010;1,30;Є
 1196; Panasonic RM-D720 ! Huayu ! Унив.,  (LCD TV)  кор. типа EUR7651150 (=11119);1,45;НЕМАЄ
 3023; Panasonic RM-D1170 ! Huayu ! Унив., (LCD TV+DVD) 3D кор. N2QAYB000572 Viera;1,60;Є
 3040; Panasonic RM-172M ! Huayu ! Унив., кор. EUR511220;1,35;Є
 3041; Panasonic RM-L1378 NETFLIX ! Huayu ! Унив.;2,10;Є
 3063; Panasonic RM-1020M ! Huayu ! Унив.,  (LCD TV)  Viera (=11123 унив);1,60;НЕМАЄ
 3077; Panasonic RM-L1268 NETFLIX  (=3041)  ! Huayu ! Унив.;1,85;НЕМАЄ
;012 PHILIPS;;
 1202; Philips RC-0301  (TV);0,90;НЕМАЄ
 1203; Philips RC-0770/01, RC-0764/01  (TV)  Huayu  ! Huayu !;0,95;Є
 1204; Philips RC-2835/01  (TV) (=1289);1,30;Є
 1208; Philips RC-7535/01  (TV+VCR) P;1,60;Є
 12103; Philips RM-670C ! Huayu ! Унив., (LCD/LED TV) кор. RC2143606/01;1,90;Є
 12112; Philips RC-2422 549 02314/ 02315/ 02344 (LCD TV) Huayu ! Huayu ! (=12123, 12116);1,80;Є
 12113; Philips RC-4401-01/ 4701-01/ 5601-01/ 2422 5490 0847  (LCD TV+DVD)  (=12104);2,45;Є
 12116; Philips 2422 549 02454, RC4747  (=12112, 12103);2,40;НЕМАЄ
 12123; Philips RM-D1000 ! Huayu ! Унив., (LCD/LED/HD TV)  кор. RC-4495;1,87;Є
 12124; Philips RM-L1030 ! Huayu ! Унив., (LCD/LED TV) (=12125);1,65;Є
 12125; Philips RM-D1070 ! Huayu ! Унив., (LCD/LED TV) кор. 2422 549 90301 P-box;1,90;Є
 12126; Philips 2422 549 90301, 2422 549 90416 (LED TV)  (=12125, 12169)   B;1,65;Є
 1213; Philips RC-7940/ 7953/ 7954  (TV)  Huayu  ! Huayu !;0,90;МАЛО
 12130; Philips RC-2422 549 90467/YKF309-001/398GR8BD3NTPHT/398GR8BD3NTPHH (LED) ! HQ ! (=3018, 12134);1,80;Є
 12134; Philips 2422 549 90477/YKF314-001 (LED TV) 3D smart Huayu ! Huayu ! (=3010);2,15;Є
 12137; Philips 9965 900 00449,  YKF308-001 (LED TV) Huayu  ! HQ ! (=12139, 12130);1,45;Є
 12139; Philips RM-L1125+ ! Huayu ! Унив., (LCD/LED TV) кор. YKF308-001;1,62;Є
 12145; Philips RC-2143801/01, 3139 2285 2871 (LCD TV) Huayu ! Huayu ! (=12103);2,20;Є
 12146; Philips 9965 900 09443  (=3029 /RM-L1225) ! Huayu !;1,83;Є
 12154; Philips 996590003112 (26PFL2908H/60) =12137   B;1,55;НЕМАЄ
 12159; Philips  49PUT6101/60   (=3076) ! Huayu !;1,90;Є
 12159x; Philips  49PUT6101/60 )  (=3076) PN;1,65;Є
 12165; Philips 398GR08BEPHN001011 (=12159, 3076) NETFLIX smart  P;1,90;НЕМАЄ
 12168; Philips RC-2422 549 90637 (LCD TV) (=12130);2,20;Є
 12169; Philips RM-L1075 ! Huayu ! Унив., (LCD/LED TV) кор.(=12125);1,35;Є
 1217; Philips RC-8205/01  (TV)  Huayu  ! Huayu !;1,35;Є
 12170; Philips PH-V1 голосовое управление;11,50;Є
 12171; Philips BRC0884402/01 NETFLIX (=1295);2,70;МАЛО
 12172; Philips RM-L1760 ! Huayu ! Унив., кор.;2,70;Є
 1218; Philips RC-2143606/01 (LCD TV) smart Huayu ! Huayu ! (=12103);1,95;НЕМАЄ
 1224; Philips RC-7507  (TV+VCR);1,40;Є
 1225; Philips RC-21  (TV);1,15;Є
 1229; Philips RC-19039001  (TV+VCR)  RADIO ! Huayu !;1,65;НЕМАЄ
 1233; Philips RC19335012, RC-1081 (TV) RADIO  (=1290);1,40;Є
 1237; Philips SBC RP-520  (TV+VCR);1,60;Є
 1238; Philips RC-2575/01, RC-2543/01,  RC-2525/01 Huayu  ! Huayu !;1,15;Є
 1238x; Philips RC-2575/01, RC-2543/01,  RC-2525/01 (TV);0,95;Є
 1245; Philips RC-19035003, RC-19335002/01 (TV) Huayu ! Huayu ! (=1290);1,20;Є
 1245x; Philips RC-19035003, RC-19335002/01 (TV) Huayu  (=1290);1,05;Є
 1248; Philips RC-19042001  (TV+VCR)  smile-smile  Huayu  ! Huayu !;1,35;Є
 1251; Philips RC-1683701/01 Huayu  ! Huayu ! (=1269);1,25;НЕМАЄ
 1252; Philips RC-2023601/01  (LCD TV)  smart  (=1253, 1265) PNB;1,25;Є
 1253; Philips RC-2023617/01  (LCD TV)  Huayu  ! Huayu ! (=1252);1,05;Є
 1254; Philips RC-2023611/01  (=1265, 1253);1,25;Є
 1265; Philips RM-627C ! Huayu ! Унив., (LCD/LED TV) кор. 2023611/01;1,25;Є
 1267; Philips RM-719C ! Huayu ! Унив., (LCD/LED TV) кор. RC-2034301/01;1,68;Є
 1269; Philips RM-D631 ! Huayu ! Унив., (TV AUX) кор.1683701/01;1,66;Є
 1276; Philips RC-19335023/01H  (LCD TV)  Huayu  ! Huayu ! (=1290);1,50;МАЛО
 1278; Philips 2422 549 01911 (LCD TV) Huayu ! Huayu ! (=12103);1,60;НЕМАЄ
 1289; Philips RM-022C ! Huayu ! Унив., кор. RC-2835;1,15;Є
 1290; Philips RM-120C ! Huayu ! Унив., кор. 19339001;1,20;Є
 1291; Philips RM-D727 ! Huayu ! Унив., (LCD+DVD+VCR+SAT) кор. RC4344;3,35;НЕМАЄ
 1292; Philips 2422 549 01833, RC2143604/01  (LCD TV)  (=1294, 12103, 12145) PNG;1,40;МАЛО
 1294; Philips 2422 549 01834,  RCPF05E08B  (LCD TV)  smart;1,20;Є
 1295; Philips RM-L1660  PBOX  ! Huayu ! Унив.,;2,70;Є
 3004; Philips RM-D622 ! Huayu ! Унив., (DVD) кор. RC2011;1,00;Є
 3010; Philips RM-L1128 ! Huayu ! Унив., (LED) кор. 2422 549 90477 (=12134);1,95;Є
 3018; Philips RM-D1110 ! Huayu ! Унив., (LCD/LED TV) (=3010);1,50;Є
 3028; Philips RM-L1220 ! Huayu ! Унив., (smart led tv) кор. Philips 9965 900 09748 бабочка;2,10;Є
 3029; Philips RM-L1225 ! Huayu ! Унив., smart (=3028);1,71;Є
 3076; Philips RM-L1285  ! Huayu ! Унив., (smart led tv) стрелка, Netflix внизу;1,77;Є
;013 SAMSUNG;;
 1301; Samsung 3F14-00038-321  (TV) Huayu  ! Huayu !;1,25;Є
 1302; Samsung 3F14-00034-162 (-140,141,142,300,500,840,841,842,843,844,890,B80,B90,С10) PN;1,50;Є
 1304; Samsung AA59-00332D  (TV)  (=1320, 1395);1,05;Є
 1307; Samsung BN59-00676A (LCD TV) PLAZMA Huayu ! HQ !  (=13113 );1,30;Є
 1310; Samsung AA59-00382A  (LCD TV)  Huayu  ! Huayu ! (=1383);1,49;НЕМАЄ
 13106; Samsung BN59-00685A, BN59-00686A (LCD TV) (=3090)  PROWEST;1,50;Є
 13108; Samsung RM-016FC ! Huayu ! Унив., кор. 0198G;1,24;Є
 1311; Samsung BN59-00507A  (LCD TV)  with PIP  (=1310,1383);1,55;МАЛО
 13110; Samsung BN59-00437A  (LCD TV)  Huayu  ! Huayu ! (=1382);1,30;Є
 13112; Samsung RM-D762 ! Huayu ! Унив., (LCD/LED TV) кор. BN59-00937;2,80;Є
 13113; Samsung RM-L808 ! Huayu ! Унив., (LCD/LED TV) кор. BN59-00676A;1,75;Є
 13125; Samsung BN59-00683A  (LED TV+DVD)  K.i.N.O. 3D (=3090);1,65;Є
 13126; Samsung RM-L800 ! Huayu ! Унив.,  (LCD/LED TV)  кор. BN59-00865A;1,56;НЕМАЄ
 13128; Samsung BN59-01039A /01015A /01078A (LED TV)  Huayu  ! Huayu ! (=13142/13171 унив);1,55;Є
 1313; Samsung 3F14-00034-981  (=-780,781,790,980,982)  (TV)  Huayu  ! Huayu !;1,05;Є
 13133; Samsung BN59-01014A, BN59-01081A  (LED TV)  (=13142 унив) P;1,65;Є
 13134; Samsung BN59-00602A (=1384) ! Huayu !;1,60;Є
 13135; Samsung BN59-00940A (=BN59-00936A)  ! HQ !(=3049);1,55;НЕМАЄ
 13136; Samsung BN59-00624A  (LCD TV) (=1383);1,55;НЕМАЄ
 13139; Samsung BN59-00862A  (LCD TV) (=3049, 13135);2,10;НЕМАЄ
 13141; Samsung BN59-00890A  (LCD TV);1,55;Є
 13142; Samsung RM-L919 ! Huayu ! Унив., (LCD/LED TV) кор. BN59-01039A (=13171);2,09;Є
 13144; Samsung BN59-01040A (=13171)  3D PN-G;2,20;МАЛО
 13148; Samsung AA59-00508A SMART ( AA59-00465A )  ! Huayu ! (=13171, 13192);1,70;НЕМАЄ
 13158; Samsung BN59-00603A (=BN59-00618A белый)  (LCD TV+DVD+VCR)  Huayu  ! Huayu ! (=1384);1,65;Є
 13162; Samsung BN59-00938A  (LCD TV)  Huayu  ! Huayu ! (=3049, 13135);2,15;Є
 13165; Samsung BN59-01005A  (LCD TV)  Huayu  ! Huayu !;1,50;НЕМАЄ
 1317; Samsung AA59-00198D/00104D  (TV) (=1331) PN;1,05;НЕМАЄ
 13171; Samsung RM-L1015 ! Huayu ! Унив.,  (LCD/LED TV) кор. BN59-01037A (=13142);1,80;НЕМАЄ
 13172; Samsung HUAYU RM-D1078+ Унив., LCD/LED 3D кор. AA59-00581A (=3096);1,83;Є
 13173; Samsung AA59-00644A (LED smart 3D) (=13172);1,55;НЕМАЄ
 13176; Samsung AA59-00484A  (LCD TV)  Huayu  ! Huayu ! (=3049, 13135);1,90;НЕМАЄ
 13177; Samsung AA59-00581A  (LCD TV)  smart 3D ! Huayu !  (=13172);1,81;Є
 13178; Samsung AA59-00638A (AA59-00644A) (=13172) smart  PNG;1,70;Є
 13185; Samsung HUAYU RM-L1088 V5 SMART/NETFLIX Унив., LED кор. AA59-00741A (=13240);1,35;Є
 13185V; Samsung RM-L1088+ Унив., (LCD/LED TV) mini кор. AA59-00741A (=13240);1,35;Є
 13187; Samsung AA59-00741A/ AA59-00602A LED ! Huayu ! (=13220);1,33;Є
 13188; Samsung AA59-00742A (=13185, 13187)  ! Huayu !;1,30;Є
 13189; Samsung AA59-00743A (=13202, 13185)  P;1,35;НЕМАЄ
 1319; Samsung 3F14-00038-093/091/092/420/450/510 (AA59-10014A/15A)  (TV+VCR) Huayu ! Huayu !;1,25;Є
 13190; Samsung AA59-00793A (AA59-00795A) (LED TV)  Huayu  ! Huayu ! (=13172);1,95;НЕМАЄ
 13192; Samsung AA59-00507A SMART (=13171)  ! Huayu !;1,80;Є
 13193; Samsung AA59-00630A/ AA59-00714A  (LED TV)  3D ! Huayu ! мониторов;1,35;НЕМАЄ
 13196; Samsung AA59-00582A (=13177, 13172) smart  P;1,95;Є
 1320; Samsung AA59-00332A/ 0312/ 0331/ 0345 А/C/D  (TV)  Huayu  ! Huayu ! (=1395);1,43;Є
 13202; Samsung AA59-00603A /00743A  (LED TV) TM1240+3D Huayu ! Huayu ! (=13185);1,60;НЕМАЄ
 13204; Samsung AA59-00823A PIP/SPORTS  (=13185)  ! Huayu !;1,35;Є
 13205; Samsung BN59-01178B (=BN59-01178C ) (LED TV) smart (STB) Huayu ! HQ ! (=13172);1,45;НЕМАЄ
 13207; Samsung AA59-00818A mini 3D  (LCD TV)  Huayu  ! Huayu ! (=13185);1,60;Є
 13210; Samsung AA59-00580A  (LED TV)  smart (=13172) PNG;1,70;Є
 13211; Samsung AA59-00588A  (=13172) smart  P;1,70;НЕМАЄ
 13213; Samsung AA59-00639A  (LED TV)  smart (=13172) P;2,00;Є
 13215; Samsung AA59-00784C  (LED TV)  smart STB NETFLIX (=3096);2,15;МАЛО
 13216; Samsung BN59-01054A  (LCD TV) (=13171)  G;1,70;Є
 13217; Samsung BN59-01198C  (LED TV)  smart SPORTS  Huayu  ! Huayu ! (=13172);1,75;НЕМАЄ
 13218; Samsung BN59-01175N  LED SMART HUB LED  (=13232, 13185) ! Huayu !;1,40;Є
 13219; Samsung AA59-00786A LED smart HUB 3D (=13218, 13185) B;1,40;Є
 1322; Samsung 3F14-00038-300  (= 3F14-00038-321, AA59-10014R)  (TV);1,10;НЕМАЄ
 13220; Samsung AA59-00602A  (LED TV) TM1240 Huayu (=13187, 13185) ! Huayu !;1,65;НЕМАЄ
 13220x; Samsung AA59-00602A  (LED TV) TM1240 Huayu (=13187, 13185);1,50;НЕМАЄ
 13221; Samsung AA59-00540A (LED) (=13171) (корп.3);1,80;НЕМАЄ
 13222; Samsung AA59-00629A (=13171) P;1,65;Є
 13224; Samsung AA59-00607 (LED) (=13185);1,50;МАЛО
 13225; Samsung AA59-00802A (LED) (=13185);1,40;Є
 13226; Samsung BN59-01178G белый (LED TV)  smart (PIP)  Huayu  ! Huayu ! (=13172);1,95;Є
 13231; Samsung BN59-01247A / BN59-01248A (LED TV)  smart SPORTS  Huayu  ! Huayu ! (=13185);1,25;НЕМАЄ
 13232; Samsung AA59-01199G Smart Hub mini LED (=13218, 13185) ! Huayu !;1,50;НЕМАЄ
 13233; Samsung BN59-01259B/BN59-01312B  (=13241);2,30;Є
 13234; Samsung BN59-01268D, BN59-01303A (=13185) SMART HOME  PROWEST;1,55;Є
 13236; Samsung BN-Q789FC  Smart TV  2,4 Ghz  Mouse  Алюминий USB;9,50;Є
 13240; Samsung RM-L1618 ! Huayu ! Унив., Домик NETFLIX LED кор. AA59-00741A;1,30;Є
 13241; Samsung RM-L1593 PBOX ( BN59-01358B)! Huayu ! Унив., (LCD/LED/HDTV);1,90;Є
 13242; Samsung RM-L1611 PBOX ! Huayu ! Унив., (LCD/LED/HDTV);1,90;Є
 13244; Samsung AA59-01315B NETFLIX ! Huayu ! (=13240);1,50;Є
 13246; Samsung RM-G2100 VER.1  BN59-01312B (голос) ! Работают на ТВ c 1.01.2021 года !;13,00;Є
 13247; Samsung AA81-00243A (Сервисный пульт);1,40;Є
 13248; Samsung RM-L888  ! Huayu ! Унив., (LCD/LED TV);1,65;МАЛО
 13249; Samsung RM-L1728  ! Huayu ! Унив., (LCD/LED TV);1,90;НЕМАЄ
 13250; Samsung RM-L1729  ! Huayu ! Унив., (LCD/LED TV);2,80;Є
 13252; Samsung BN59-01358B інфрачервоний;2,40;МАЛО
 13258; Samsung BN59-01312A IR (RM-L1619 V2);2,35;Є
 1328; Samsung AA59-00104N/00198G /00104K  (TV)  Huayu  ! Huayu ! (=1329);1,25;Є
 1329; Samsung AA59-00198G /00104N /00104K  (TV)  Huayu  ! Huayu !  (=1342);1,25;Є
 1331; Samsung AA59-00104D, AA59-00198D  (TV) (=1317);1,05;НЕМАЄ
 1332; Samsung AA59-00104A  (TV) (=1368, 0969);1,00;МАЛО
 1334; Samsung AA59-00198F  (TV)   ! Huayu !;1,18;Є
 1337; Samsung AA59-10031Q/  AA59-10081F  (TV);0,95;Є
 1338; Samsung RM-105 AM2003  (TV);1,15;МАЛО
 1339; Samsung AA59-10032W  (TV)  Huayu  ! Huayu ! (=1341);1,35;Є
 1341; Samsung AA59-10075K  (=10076M,P,10093H,3F14-00048-180) (TV+VCR)  Huayu  ! Huayu ! (=1339);1,55;НЕМАЄ
 1342; Samsung AA59-00104K  (TV) ! Huayu ! (замена 1329);1,00;НЕМАЄ
 1347; Samsung BN59-00604  (LCD TV+DVD+SAT) (=1384);2,30;МАЛО
 1350A; Samsung AA59-10116A  (TV)  Huayu  ! Huayu !  (=1355);1,10;НЕМАЄ
 1355; Samsung AA59-10107N ( 10116A / 10107C / 10129C) (TV);1,20;Є
 1357; Samsung AA59-00104B  (TV) Huayu ! Huayu ! (=1368, 1329, 0969);1,00;НЕМАЄ
 1359; Samsung AA59-10129C  (TV)  Huayu  ! Huayu ! (=1355);1,15;НЕМАЄ
 1362; Samsung AA59-00370A/B  (=1382) P;1,25;Є
 1365; Samsung BN59-00488A  (LCD TV)  Huayu  ! Huayu ! (=1382);1,40;НЕМАЄ
 1368; Samsung AA59-00198H (00104A/ 00104B / 00198B/ 10129C)  (TV)  Huayu  ! Huayu !;1,20;НЕМАЄ
 1369; Samsung AA59-00357B  (TV DVD);1,30;Є
 1370; Samsung  AA59-00401C/B/00399A/00421A  (LCD) ! Huayu ! (=1379, 1386);1,49;Є
 1377; Samsung BN59-00530A  (LCD TV+DVD+SAT) (=1384) P;1,85;МАЛО
 1378; Samsung BN59-00857A (=13126)  ! Huayu !;1,40;Є
 1379; Samsung BN59-00609A (=1310, 1370, 1383);1,30;НЕМАЄ
 1383; Samsung RM-625F ! Huayu ! Унив., (LCD/LED/HD TV) кор. BN59-00613A;1,68;Є
 1384; Samsung RM-D613 ! Huayu ! Унив., (LCD/LED/HD TV) кор. 604A;1,71;Є
 1385; Samsung RM-D635 ! Huayu ! Унив., (LCD/LED/HDTV) кор. BN59-00468;2,10;НЕМАЄ
 1386; Samsung RM-658F ! Huayu ! Унив., (LCD/LED/HD) кор. AA59-00401;1,52;Є
 1390; Samsung AH59-01695N  (HT)  Huayu  ! Huayu !;1,00;НЕМАЄ
 1395; Samsung RM-179FC ! Huayu ! Унив., кор. 332А;1,33;Є
 1397; Samsung BN59-00865A  (=13165, 13126)   ! Huayu !;1,50;Є
 3049; Samsung RM-L898 ! Huayu ! Унив., (LCD/LED TV) (=13135)  кор. BN59-01012A;1,80;НЕМАЄ
 3073; Samsung SR-7557 BN59-077557A ! Huayu ! Унив., (Smart TV) кор. BN59-01182B;12,90;Є
 3090; Samsung RM-766B ! Huayu ! Унив., корп. BN59-00685A  (LCD TV+DVD);1,80;НЕМАЄ
 3093; Samsung RM-G1800 (голос) ! Работают на ТВ c 1.03.2020 года !;12,60;МАЛО
 3096; Samsung RM-L1598 ! Huayu ! Унив., для Samsung smart TV NETFLIX;1,83;Є
 4501; Samsung BN59-01052A  (=13142);2,05;НЕМАЄ
 4535; Samsung BN59-01069A (LCD TV)  Huayu ! Huayu ! (=13171) (корп.3);1,90;Є
;014 SANYO;;
 1402; Sanyo 1AV0U10B01900  (TV)  Huayu  ! Huayu !;1,20;НЕМАЄ
 1409; Sanyo JXPSC/ JXMRM  (TV)  (=1417) U12;1,10;НЕМАЄ
 1413; Sanyo 1AVOV10B31200  (TV)  Huayu  ! Huayu !;1,20;МАЛО
 1417; Sanyo RM-580B ! Huayu ! Унив., (TV) кор. JXPSA;1,00;Є
 1418; Sanyo RM-632B   (PBOX)  ! Huayu ! Унив., (TV) кор.;0,98;Є
;015 SHARP;;
 1504; Sharp G1059BMSA  (TV);1,00;МАЛО
 1507; Sharp G0756CE  (TV)  Huayu  ! Huayu !;0,65;Є
 1508; Sharp G0764PE  (TV)  Huayu  ! Huayu !;1,15;МАЛО
 15101; Sharp  SHWRMC0115 /LC-40UG7252E/LC-49CFG6001E NETFLIX  (=15102) PN-B;1,98;Є
 15102; Sharp RM-L1589 PBOX ! Huayu ! Унив.;2,40;Є
 15103; Sharp RM-L1046  (box) ! Huayu ! Унив.;1,20;Є
 15105; Sharp SH-V1 с голосовым управлением (=15107 без голоса);10,10;Є
 1513; Sharp GA296SА/ GA590SB  (TV)  Huayu  ! Huayu ! (=1552);1,10;Є
 1514; Sharp GA074WJSA  (=GA101WJSA)  (LCD TV);1,70;НЕМАЄ
 1520; Sharp G1069PESA, G0833PESA  (TV);1,20;НЕМАЄ
 1523; Sharp G1077PESA  (=G1042PESA)  (TV);1,15;Є
 1525; Sharp G1085PESA, G1084PESA (TV);0,85;Є
 1526; Sharp G1133PESA/ G1169PESA/ G1273PESA  (TV)  Huayu  ! Huayu !;1,00;Є
 1531; Sharp G1342SA  (TV)  Huayu  ! Huayu !;1,25;Є
 1541; Sharp 11UK-12, Medion  (TV)  Huayu  ! Huayu !  два кольца;1,40;Є
 1546; Sharp 4031SA, BQS349 (TV);1,00;Є
 1547; Sharp GA339WJSA, LC-13H1E, 20SH1E  (LCD TV) PNGx;1,65;МАЛО
 1549; Sharp GA520WJSA (=GA574WJSA, GA591WJSA)  (LCD TV) Huayu ! Huayu ! (=1567) PNB;1,50;Є
 1552; Sharp RM-638G ! Huayu ! Унив., кор. GA296SA;1,25;Є
 1567; Sharp RM-758G ! Huayu ! Унив., кор. GA520WJSA;1,55;НЕМАЄ
 1569; Sharp GJ210  LC-1957E/ 2657E/ 3257E/ 26SB25/ 26SH7RU  (LCD TV) PNB;1,60;МАЛО
 1579; Sharp, Toshiba RC-1910, LC-32SH130E  (LCD TV) PNB;1,35;Є
 1588; Sharp GB012WJSA  (LED TV)  3D (=3026);1,95;НЕМАЄ
 1594; Sharp GB005WJSA  (LCD TV)  LC-60LE847U (=3026);1,85;НЕМАЄ
 1595; Sharp RM-L1238 ! Huayu ! Унив.;1,15;Є
 1596; Sharp RC5112 (LED TV) Huayu ! Huayu !;2,65;Є
 1599; Sharp RC4847, Romsat 40F182T2 / 40F189T2 (LCD TV)  Huayu  ! Huayu ! (=3210);1,80;Є
 3003; Sharp RM-026G+ ! Huayu ! Унив., кор. G1342SA;1,15;Є
 3026; Sharp RM-L1026 ! Huayu ! Унив., (LCD PDP) кор. GA841WJSA;1,85;Є
 3081; Sharp RM-L1346 ! Huayu ! Унив., (LCD/LED TV) NETFLIX;1,85;Є
 3713; Sharp Aquos LC-32CHE4040E, LC-32CHE6242E, Blaupunkt DH1401053645 (=15101)  P;1,60;НЕМАЄ
;016 ERGO, ELENBERG, SUPRA, MEREDIAN, DIGITAL;;
 1597; Ergo LE32D3, Medion MD 30630, Sharp RC1912 (Orion 22FBT167), Vestel RC1912 (по плате = 1579);1,50;МАЛО
 1601; Meredian RC-817, RC-815, RC-816 Shivaki, Techno  (TV) (=2513);1,10;НЕМАЄ
 1602; Supra 14N8/ 1202-3  (TV)  Huayu  ! Huayu !;0,80;Є
 1610; Shivaki, Trony RC-810/ RC-811, Sitronics PAEX12048C, Record RM-TC, Haier HYF-28D (TV)  Huayu  ! Huayu !;0,70;Є
 16102; Elenberg 24-32DH4030 T2, Ergo LE40CT5520AK, Setup, Supra Y-72C3 (STV-LC19T410WL) (LED TV)  Huayu  ! Huayu !;1,71;Є
 16104; Ergo LE32ST3500AK, LE55/32CT2500AK Mystery MTV-4324LT2 (=16105);1,70;Є
 16104h; Ergo LE32ST3500AK, LE55/32CT2500AK Mystery MTV-4324LT2 (=16105) ! Huayu !;1,90;Є
 16105; Ergo LE19CT1000AU   ! HQ ! (замена 16104);1,20;МАЛО
 16107; Ergo LE32CT5515AK  (LED) LYIM Huayu ! HQ !;1,20;НЕМАЄ
 16108; Ergo 43CU6500AK, AKAI UA45IA124S, GRUNHELM GTV32T2, MANTA 32LHA48L (LED TV)  Huayu ! Huayu !;1,68;Є
 16112; Ergo LED55CU6555MC, Elenberg LED40DF5130  (LED)  Huayu ! HQ !;1,30;Є
 16113; Ergo LE40CT5030AK, SMART  (LED)  (=16115);1,70;Є
 16115; Ergo 32DH3000 MEGOGO/ KT1744-HG2.2 (LED TV) ! Huayu ! (=16113);1,50;Є
 16116; Ergo 43DUS6000  (08F7) ! Huayu !;1,85;Є
 1617; Supra S-14US30, Hyundai, Erisson, HOF09B  (TV) Huayu ! Huayu !;1,25;НЕМАЄ
